1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2,11.12508757,3.225392384,2.438903879,1.970430167,5.241383757,2.959342657,3.161598372,0.623101704,3.624024246,7.054950636,1.756709799,2.282310095,3.599390378,11.73737867,2.097477198,3.718272377,4.293480052,1.900646705,3.067437621,6.490152463,3.628318559,3.362010676,4.049624825
3,1.2128902,6.54174829,1.886639965,5.787094002,0.90639819,4.578188376,3.737047701,7.38864606,5.502057114,-0.605565649,4.241001536,3.272388029,4.527520743,8.168417608,2.719720992,4.095518503,0.2421802,1.751689595,4.876804797,4.677430566,4.201231582,2.149094274,0.748929135
4,2.691352281,12.85024181,4.248018042,3.93387195,2.115726853,-2.297393272,4.954809077,3.117224625,4.342083005,1.88030985,8.91592347,2.122821383,6.367244691,8.914124099,3.188806133,1.865964297,5.076844238,3.380295702,3.086365204,7.093873712,3.075825803,-0.354619777,3.601613897
5,4.378522041,5.251218312,7.188497646,6.461229825,3.145172413,-0.592936615,7.047169754,3.04036704,3.479652534,3.051787888,0.920311207,4.945026018,3.804578475,4.780974158,2.375013273,-3.20183965,3.711945881,-0.340728956,2.189451664,7.242029898,5.82420207,6.429484179,-0.054424847
6,5.58504167,0.905554353,2.643398873,0.341111208,5.823697873,0.856653258,1.540387388,3.51448486,7.027560688,3.704010785,4.000224636,2.569947577,3.003475634,7.272887686,3.922487584,4.328445006,1.420173641,3.099350963,3.570778133,4.732684134,1.621271128,-0.887244578,5.634981588
7,0.69485587,5.044188002,2.910219818,1.17574229,3.604299913,4.405711972,1.055752076,2.837388627,2.060675147,2.44755819,2.287967392,4.156797467,6.225211047,8.42337711,6.536952568,2.48208963,3.121838903,1.246479939,2.510857461,8.277296369,1.837010785,1.796041737,4.570223811
8,2.060801325,3.624232258,0.202704048,9.898314399,6.010037607,-0.443775763,4.200613952,7.81100059,4.879446458,4.614773977,8.30853152,1.457525479,5.124716,6.46360216,2.305419451,2.359176085,4.585516121,4.287854676,5.04448788,6.079091761,0.286365449,-0.750129728,1.682279526
9,9.953474207,3.43791947,3.582384128,1.318860692,7.549924761,1.444096728,8.421688391,2.102367271,2.56596005,3.774295269,3.956390643,2.536258335,2.709091263,1.761930407,4.780569667,3.768541281,5.322828187,0.78130056,2.646071258,9.43257734,2.356550562,3.077359436,8.779408497
10,2.287024647,4.250949348,4.205250906,2.755070734,3.717851439,3.403187574,3.568229268,3.181833864,7.982093925,2.296616615,0.815368036,0.055119235,8.930912434,0.158984222,5.510350228,-0.12313105,4.612274084,2.352911233,6.151617264,5.400758646,0.505168844,2.342896904,7.426903951
11,4.90803439,6.834927887,4.228503053,-0.486493295,2.131526258,-0.298873806,2.713403916,2.049045761,1.954421332,1.614605098,6.899043911,-1.196573319,2.427850468,5.206741687,5.835974801,2.222790825,4.203640786,2.760336488,2.879273436,8.724855488,1.869982341,6.803661946,7.906393679
12,1.812250846,5.750657147,2.375599669,3.165442574,4.499433897,7.501545598,2.962253994,3.310122342,2.711013901,4.742452221,3.222835808,2.566649077,5.13302712,5.07947877,7.403079828,2.390885417,2.322729837,3.056776445,1.681495289,10.42991585,2.501542281,2.051509376,7.772712064
13,3.038901713,3.025294961,1.802863204,4.017501572,10.32872456,2.112571468,1.931995816,3.257797981,6.993191229,3.973702626,3.007707787,2.451805394,2.419188113,2.315891203,3.659413611,2.034350741,2.387977815,0.871997391,3.548547541,3.442271072,0.369528947,4.528007755,6.441942124
